test_index,total_responses,correct_responses,correct_after_revision,final_answer_accuracy,self_revision_rate,perplexity_per_language,logical_errors,numerical_errors,revision_attempts
168,11,0,4,0.36363636363636365,0.36363636363636365,"{'en': 50.479816325463105, 'es': 23.13529691132222, 'fr': 58.441299960697336, 'de': 22.102862520111586, 'ru': 59.249056563213806, 'zh': 7.150113984030735, 'ja': 20.37478392562695, 'th': 12.774851401532391, 'sw': 50.42418871628146, 'bn': 22.329543699775453, 'te': 15.387609097650685, 'avg': 31.077220282336885}","['es', 'de', 'zh', 'ja', 'th', 'bn', 'te']","['es', 'de', 'zh', 'ja', 'th', 'bn', 'te']","{'en': 0, 'fr': 0, 'ru': 0, 'sw': 0}"
169,11,9,2,1.0,1.0,"{'en': 22.6679717920108, 'es': 22.842456921141213, 'fr': 24.27517457234133, 'de': 26.26940342364273, 'ru': 23.307919475397522, 'zh': 10.009038104159249, 'ja': 8.0, 'th': 10.698836046847564, 'sw': 24.93713688428364, 'bn': 38.31820652281346, 'te': 23.733666852474563, 'avg': 21.369073690464734}",[],[],"{'bn': 1, 'te': 0}"
170,11,4,3,0.6363636363636364,0.42857142857142855,"{'en': 28.458643783754745, 'es': 16.818972987166333, 'fr': 34.95841913152162, 'de': 32.096947274334745, 'ru': 44.19839875306157, 'zh': 16.048473637167373, 'ja': 19.42945440801085, 'th': 8.641480328262125, 'sw': 24.615034904056138, 'bn': 38.99445090910993, 'te': 27.502061901500685, 'avg': 26.52384891072237}","['es', 'fr', 'ja', 'th']","['es', 'fr', 'ja', 'th']","{'ru': 0, 'bn': 0, 'te': 0}"
171,11,3,4,0.6363636363636364,0.5,"{'en': 25.6437909891444, 'es': 29.0655745735314, 'fr': 29.736647650899865, 'de': 59.51440519075105, 'ru': 46.21007633714833, 'zh': 24.627113110175447, 'ja': 40.50937809331704, 'th': 10.30521971562922, 'sw': 47.9485768105316, 'bn': 28.84847169404244, 'te': 26.356551752455513, 'avg': 33.52416417432966}","['ru', 'th', 'bn', 'te']","['ru', 'th', 'bn', 'te']","{'de': 1, 'zh': 0, 'ja': 0, 'sw': 0}"
172,11,2,2,0.36363636363636365,0.2222222222222222,"{'en': 72.84604528531528, 'es': 24.588864770478978, 'fr': 52.10538100998555, 'de': 22.418297339404827, 'ru': 21.61833816125311, 'zh': 8.503976222243804, 'ja': 26.332807628662323, 'th': 15.073332299668927, 'sw': 50.332607077758205, 'bn': 46.80044191440711, 'te': 25.707197951133384, 'avg': 33.30248087821014}","['es', 'fr', 'zh', 'ja', 'th', 'bn', 'te']","['es', 'fr', 'zh', 'ja', 'th', 'bn', 'te']","{'en': 0, 'sw': 0}"
173,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 45.66767740332564, 'es': 30.340179459347976, 'fr': 31.320167569294167, 'de': 47.44336623696938, 'ru': 41.60250575089136, 'zh': 23.672919007346813, 'ja': 23.988353372673842, 'th': 20.67215665232307, 'sw': 42.85495026122015, 'bn': 40.563532721581616, 'te': 23.614014015416224, 'avg': 33.79452931367184}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']",{'sw': 2}
174,11,2,2,0.36363636363636365,0.2222222222222222,"{'en': 34.250864848311366, 'es': 87.74952599119439, 'fr': 62.17855246945173, 'de': 25.685989573364267, 'ru': 48.43700349704694, 'zh': 19.53930742648956, 'ja': 17.638685177993825, 'th': 13.801983736848827, 'sw': 24.9403291977137, 'bn': 40.100760913465365, 'te': 44.97078374046491, 'avg': 38.11761696112226}","['ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'es': 0, 'fr': 1}"
175,11,1,4,0.45454545454545453,0.4,"{'en': 81.21224189105646, 'es': 42.33425017484049, 'fr': 64.56627351273863, 'de': 28.337325936947273, 'ru': 88.74072479661345, 'zh': 7.455107612017582, 'ja': 28.154849466120314, 'th': 13.192451925669445, 'sw': 26.55850219898979, 'bn': 63.62883440353076, 'te': 97.7648530046455, 'avg': 49.267764993015426}","['es', 'zh', 'th', 'sw', 'bn', 'te']","['es', 'zh', 'th', 'sw', 'bn', 'te']","{'en': 0, 'fr': 0, 'ru': 0, 'ja': 0}"
176,11,2,3,0.45454545454545453,0.3333333333333333,"{'en': 91.52714557006279, 'es': 34.60708449981345, 'fr': 41.5090906296356, 'de': 25.689879077047795, 'ru': 47.5107224853143, 'zh': 13.776941324203355, 'ja': 36.05001850443321, 'th': 33.251808007504195, 'sw': 56.321969732372814, 'bn': 39.23993310528434, 'te': 42.62514099633635, 'avg': 42.00997581200074}","['en', 'fr', 'de', 'ru', 'sw', 'bn']","['en', 'fr', 'de', 'ru', 'sw', 'bn']","{'ja': 0, 'th': 0, 'te': 0}"
177,11,8,3,1.0,1.0,"{'en': 32.23709795470625, 'es': 31.224674950975704, 'fr': 30.465331559150794, 'de': 24.61978064216529, 'ru': 30.755717644164715, 'zh': 11.307652494684037, 'ja': 5.742347492053464, 'th': 20.613938911454955, 'sw': 19.404936563419223, 'bn': 45.182322208348126, 'te': 32.1012573219486, 'avg': 25.786823431188285}",[],[],"{'th': 0, 'bn': 1, 'te': 2}"
178,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 72.5389388985517, 'es': 36.078516615650926, 'fr': 39.069449830809226, 'de': 31.07742271506666, 'ru': 35.85841400152863, 'zh': 7.862699432153903, 'ja': 16.272877421576723, 'th': 15.120631271888794, 'sw': 26.412965558521194, 'bn': 49.42242111222684, 'te': 58.17033422948389, 'avg': 35.26224282613259}","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{'en': 1}
179,11,7,3,0.9090909090909091,0.75,"{'en': 28.31442229878948, 'es': 30.995066212859086, 'fr': 27.49158595140437, 'de': 21.088913266447463, 'ru': 23.44912450134719, 'zh': 16.728119970004688, 'ja': 17.165614898324417, 'th': 31.95565457079421, 'sw': 19.997132463810207, 'bn': 50.08488238120716, 'te': 34.95436914735135, 'avg': 27.474989605667236}",['ja'],['ja'],"{'th': 0, 'bn': 0, 'te': 0}"
180,11,7,2,0.8181818181818182,0.5,"{'en': 32.08025853001012, 'es': 35.178044871296386, 'fr': 27.324226190332258, 'de': 26.893022828439715, 'ru': 42.9051978899153, 'zh': 12.305023798437402, 'ja': 10.000000000000002, 'th': 35.13698547041984, 'sw': 26.722645186520506, 'bn': 38.519104892498355, 'te': 40.75389402653144, 'avg': 29.801673062218303}","['ru', 'te']","['ru', 'te']","{'th': 0, 'bn': 0}"
181,11,8,2,0.9090909090909091,0.6666666666666666,"{'en': 25.37951855965275, 'es': 28.232892563085347, 'fr': 29.79132817565504, 'de': 23.00676231735375, 'ru': 26.131441442890026, 'zh': 12.26839490475463, 'ja': 12.680131299694695, 'th': 32.93448904607163, 'sw': 22.85943778844466, 'bn': 32.053727260589774, 'te': 56.69556784536955, 'avg': 27.457608291232894}",['bn'],['bn'],"{'th': 0, 'te': 0}"
182,11,2,1,0.2727272727272727,0.1111111111111111,"{'en': 34.253216760271734, 'es': 43.30414511921705, 'fr': 43.076126390860466, 'de': 36.56441268834818, 'ru': 56.29270065570165, 'zh': 8.119454657386076, 'ja': 19.754313866011966, 'th': 13.254311803638986, 'sw': 28.353370124830967, 'bn': 20.18151396608915, 'te': 101.05624012968622, 'avg': 36.74634601473113}","['es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'te']",{'ja': 1}
183,11,1,1,0.18181818181818182,0.1,"{'en': 24.76110302313013, 'es': 24.847454840122026, 'fr': 27.218958077051592, 'de': 48.188577655572225, 'ru': 30.163920875381258, 'zh': 24.444542541528566, 'ja': 20.326454005933325, 'th': 9.09968310393369, 'sw': 18.137577910939367, 'bn': 42.428619264044016, 'te': 10.401960023958639, 'avg': 25.456259211054075}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw']",{'bn': 0}
184,11,2,2,0.36363636363636365,0.2222222222222222,"{'en': 65.91867120086813, 'es': 86.23107349649834, 'fr': 62.431140634734646, 'de': 40.87737150958357, 'ru': 69.03502924971527, 'zh': 37.67767873869661, 'ja': 12.337686603263526, 'th': 18.349931586638604, 'sw': 38.83451704515633, 'bn': 56.86270583087793, 'te': 99.41563731601039, 'avg': 53.451949382913035}","['en', 'fr', 'de', 'ru', 'th', 'sw', 'bn']","['en', 'fr', 'de', 'ru', 'th', 'sw', 'bn']","{'es': 0, 'zh': 3}"
185,11,0,0,0.0,0.0,"{'en': 63.14519182828486, 'es': 26.627361932767457, 'fr': 70.46171321912125, 'de': 20.913598828315433, 'ru': 40.27742402743872, 'zh': 5.808573221523911, 'ja': 8.25723436367662, 'th': 11.938571386434552, 'sw': 17.75197054813142, 'bn': 52.97602700885185, 'te': 39.10918168342415, 'avg': 32.47880436799729}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
186,11,9,1,0.9090909090909091,0.5,"{'en': 18.50530644980962, 'es': 19.841415645720577, 'fr': 21.313802095996962, 'de': 24.675373206527052, 'ru': 16.420215972350505, 'zh': 11.307652452286385, 'ja': 8.705505632961241, 'th': 11.313708498984761, 'sw': 20.886764649659117, 'bn': 46.5303371293975, 'te': 39.43248923967873, 'avg': 21.721142815761134}",['bn'],['bn'],{'te': 1}
187,11,8,3,1.0,1.0,"{'en': 38.71317219413424, 'es': 26.675422019514468, 'fr': 83.83091144909902, 'de': 85.18545274155855, 'ru': 34.1497308447396, 'zh': 15.33463450191054, 'ja': 12.680131299694695, 'th': 14.200893326295246, 'sw': 33.04322605812848, 'bn': 68.47412885098174, 'te': 90.16976477258399, 'avg': 45.6779516416946}",[],[],"{'fr': 0, 'de': 0, 'bn': 0}"
188,11,4,2,0.5454545454545454,0.2857142857142857,"{'en': 28.807935023766543, 'es': 37.38491089262314, 'fr': 25.593808283239262, 'de': 29.11044905916431, 'ru': 70.3850327342518, 'zh': 25.173727018684623, 'ja': 18.580730883118413, 'th': 30.00669941591043, 'sw': 31.906229969322474, 'bn': 42.89229490191931, 'te': 35.422263023835924, 'avg': 34.114916473257836}","['fr', 'zh', 'ja', 'bn', 'te']","['fr', 'zh', 'ja', 'bn', 'te']","{'ru': 0, 'th': 0}"
189,11,0,0,0.0,0.0,"{'en': 39.562502427522865, 'es': 29.35293729562518, 'fr': 31.665159627810244, 'de': 62.43628363444384, 'ru': 53.974873528815515, 'zh': 27.140593144725653, 'ja': 15.871324424566437, 'th': 12.360305277567006, 'sw': 18.40595893255123, 'bn': 31.544528877087128, 'te': 47.88072626278053, 'avg': 33.65410849395415}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
190,11,0,0,0.0,0.0,"{'en': 57.18028063731392, 'es': 60.70607863214842, 'fr': 39.89609403035226, 'de': 55.728995527019826, 'ru': 43.51075517015395, 'zh': 23.573495563854536, 'ja': 11.84962424050638, 'th': 14.357672600024857, 'sw': 22.803457087282467, 'bn': 38.521254643431114, 'te': 48.92101495611185, 'avg': 37.913520280745416}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
191,11,8,3,1.0,1.0,"{'en': 28.89715577621085, 'es': 33.56203849094799, 'fr': 22.89365169251055, 'de': 28.89715577621085, 'ru': 27.916688391502838, 'zh': 12.903618024706644, 'ja': 13.675837328373259, 'th': 34.97865148460228, 'sw': 28.563093221997196, 'bn': 38.54248564788585, 'te': 31.24293425245494, 'avg': 27.46121000794575}",[],[],"{'th': 0, 'bn': 0, 'te': 0}"
192,11,11,0,1.0,0,"{'en': 19.432433231348963, 'es': 30.683242179302557, 'fr': 32.668531662245684, 'de': 27.19533769932183, 'ru': 28.563093221997196, 'zh': 10.009038104159249, 'ja': 14.44170050170092, 'th': 12.337686603263526, 'sw': 27.60573044350139, 'bn': 15.157165665103985, 'te': 10.000000000000002, 'avg': 20.735814482904118}",[],[],{}
193,11,0,2,0.18181818181818182,0.18181818181818182,"{'en': 51.04020996728609, 'es': 26.79950882809588, 'fr': 54.53106191856233, 'de': 19.058183437365834, 'ru': 65.34701614525027, 'zh': 7.484504209387334, 'ja': 17.551834953059146, 'th': 16.11829833515712, 'sw': 16.350579041690796, 'bn': 31.314315833763736, 'te': 23.11366852898347, 'avg': 29.882652836236545}","['es', 'fr', 'de', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 0, 'ru': 0}"
194,11,3,3,0.5454545454545454,0.375,"{'en': 27.43420658098455, 'es': 39.27462130133546, 'fr': 59.952648420805005, 'de': 24.671131606009123, 'ru': 68.32356690433937, 'zh': 28.232892563085347, 'ja': 19.611944646177918, 'th': 10.30521971562922, 'sw': 17.49322579478803, 'bn': 20.58773590022454, 'te': 96.32111570195931, 'avg': 37.47348264866708}","['en', 'es', 'fr', 'th', 'te']","['en', 'es', 'fr', 'th', 'te']","{'ru': 0, 'zh': 0, 'ja': 0}"
195,11,9,2,1.0,1.0,"{'en': 29.859450773670147, 'es': 28.32224569422934, 'fr': 29.79671382178526, 'de': 19.51876947815621, 'ru': 31.089264146722996, 'zh': 15.054406116399726, 'ja': 6.999999999999998, 'th': 11.685062651542049, 'sw': 30.38144429758357, 'bn': 57.35034438816388, 'te': 38.28538518810216, 'avg': 27.122098777850486}",[],[],"{'bn': 0, 'te': 0}"
196,11,4,3,0.6363636363636364,0.42857142857142855,"{'en': 21.168632809063183, 'es': 19.956094391518576, 'fr': 18.50530644980962, 'de': 30.078482173696496, 'ru': 43.715352338096295, 'zh': 31.061978266772023, 'ja': 13.454342644059432, 'th': 12.693480408896079, 'sw': 30.3453437105018, 'bn': 26.735668258513332, 'te': 22.253969921037008, 'avg': 24.542604670178534}","['es', 'th', 'bn', 'te']","['es', 'th', 'bn', 'te']","{'ru': 0, 'zh': 0, 'sw': 0}"
197,11,8,2,0.9090909090909091,0.6666666666666666,"{'en': 21.768768544021857, 'es': 28.540970760065303, 'fr': 34.14911522032509, 'de': 23.082719831631557, 'ru': 28.1609201801909, 'zh': 10.401960023958639, 'ja': 8.0, 'th': 30.965525663491345, 'sw': 26.538534082037398, 'bn': 44.44860267927537, 'te': 17.57351165154187, 'avg': 24.87551169423085}",['te'],['te'],"{'th': 0, 'bn': 0}"
198,11,3,2,0.45454545454545453,0.25,"{'en': 33.916582389821215, 'es': 31.613152437235843, 'fr': 29.92651001473288, 'de': 29.651240505773593, 'ru': 58.52041688861751, 'zh': 12.273650149346889, 'ja': 18.57204803355062, 'th': 9.485629341425247, 'sw': 16.54647698131314, 'bn': 27.35256445815053, 'te': 21.297482210527175, 'avg': 26.28688667368133}","['fr', 'zh', 'th', 'sw', 'bn', 'te']","['fr', 'zh', 'th', 'sw', 'bn', 'te']","{'ru': 0, 'ja': 1}"
199,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 20.2426843025322, 'es': 30.316265900228117, 'fr': 44.22968730417157, 'de': 48.44913529880407, 'ru': 45.984810023200886, 'zh': 15.215303694764458, 'ja': 32.84043194470101, 'th': 10.292389272920493, 'sw': 22.65832883631443, 'bn': 34.30124182895, 'te': 29.727565839004477, 'avg': 30.387076749599245}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']",{'ja': 0}
200,11,0,0,0.0,0.0,"{'en': 51.06275382170806, 'es': 33.30258311767798, 'fr': 51.3048716983632, 'de': 27.989010091232842, 'ru': 53.03529241498994, 'zh': 20.7488424518065, 'ja': 18.62670754675535, 'th': 15.120631271888794, 'sw': 23.048286490796592, 'bn': 46.56479773831643, 'te': 88.37799297481723, 'avg': 39.01652451075935}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
201,11,7,2,0.8181818181818182,0.5,"{'en': 26.3132966196356, 'es': 28.5204739158838, 'fr': 28.020055441959077, 'de': 24.078301456190975, 'ru': 26.478605737172593, 'zh': 12.311444133449164, 'ja': 26.367953141955574, 'th': 25.496551556616957, 'sw': 24.873982907894902, 'bn': 34.40277083489709, 'te': 34.528688971696745, 'avg': 26.490193156122952}","['bn', 'te']","['bn', 'te']","{'ja': 0, 'th': 0}"
202,11,0,0,0.0,0.0,"{'en': 63.54431859174101, 'es': 31.047357651300473, 'fr': 56.909133475962676, 'de': 26.834790677529647, 'ru': 46.70416860861327, 'zh': 31.408533416021566, 'ja': 21.844208310930533, 'th': 14.054774946089776, 'sw': 18.43938111260996, 'bn': 34.726829517982196, 'te': 42.97725040585627, 'avg': 35.31734061042158}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
203,11,7,3,0.9090909090909091,0.75,"{'en': 31.191277867687184, 'es': 29.05373068769387, 'fr': 27.246913806999274, 'de': 31.6951222974749, 'ru': 31.80004627030892, 'zh': 30.15544411581681, 'ja': 1.0, 'th': 14.792994202245147, 'sw': 40.80628088907546, 'bn': 36.85852405302297, 'te': 25.492415436562293, 'avg': 27.28115905698971}",['te'],['te'],"{'zh': 0, 'sw': 0, 'bn': 0}"
204,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 61.925893072240505, 'es': 36.337819938536605, 'fr': 54.55042243552842, 'de': 31.695977261848924, 'ru': 56.424792403653655, 'zh': 33.31827066939097, 'ja': 12.204574114712521, 'th': 12.56813018699413, 'sw': 53.4718171047953, 'bn': 44.70967924443871, 'te': 88.42490669244636, 'avg': 44.14838937496237}","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']",{'zh': 0}
205,11,1,6,0.6363636363636364,0.6,"{'en': 52.620036037966976, 'es': 30.603419655443947, 'fr': 54.78306623896192, 'de': 19.33573710043243, 'ru': 72.50709052175554, 'zh': 44.52086646467245, 'ja': 29.550876991994762, 'th': 12.62858235236909, 'sw': 45.484561018775835, 'bn': 30.426885672052425, 'te': 25.100472041512628, 'avg': 37.96014491781255}","['de', 'th', 'bn', 'te']","['de', 'th', 'bn', 'te']","{'en': 0, 'fr': 0, 'ru': 0, 'zh': 0, 'ja': 0, 'sw': 0}"
206,11,0,0,0.0,0.0,"{'en': 68.42997273174798, 'es': 42.037120553641664, 'fr': 84.30849103897913, 'de': 79.47659418219888, 'ru': 68.44163961922027, 'zh': 7.6947342238609435, 'ja': 18.771738717900675, 'th': 14.606328314427556, 'sw': 29.640822387392596, 'bn': 76.2205922002845, 'te': 61.70510859359239, 'avg': 50.12119477847696}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
207,11,0,5,0.45454545454545453,0.45454545454545453,"{'en': 72.96636775734042, 'es': 33.87288124029276, 'fr': 80.0183051313911, 'de': 72.10921127547577, 'ru': 78.41413573023603, 'zh': 31.35893033726321, 'ja': 25.396626755913783, 'th': 12.217735096756188, 'sw': 50.957262955164474, 'bn': 53.29772652383994, 'te': 46.65647532963071, 'avg': 50.66051437575495}","['es', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 1, 'fr': 0, 'de': 0, 'ru': 0, 'zh': 3}"
208,11,3,5,0.7272727272727273,0.625,"{'en': 21.07831968658234, 'es': 31.50570331135834, 'fr': 29.67759573684526, 'de': 20.24173522949046, 'ru': 64.39695869198805, 'zh': 35.676176131958535, 'ja': 7.161312029328126, 'th': 10.689758002081922, 'sw': 46.88073359142755, 'bn': 47.79267271226152, 'te': 46.9445196681337, 'avg': 32.913225890132345}","['fr', 'th', 'te']","['fr', 'th', 'te']","{'ru': 0, 'zh': 0, 'ja': 1, 'sw': 0, 'bn': 2}"
209,11,5,2,0.6363636363636364,0.3333333333333333,"{'en': 26.64044014626205, 'es': 19.811891050562313, 'fr': 29.35739825567258, 'de': 28.493225288643963, 'ru': 44.402144230077496, 'zh': 13.484869824216544, 'ja': 10.418831906292047, 'th': 11.071426250594161, 'sw': 50.576049275004976, 'bn': 29.52873788105048, 'te': 34.82706771744992, 'avg': 27.146552893256956}","['ja', 'th', 'bn', 'te']","['ja', 'th', 'bn', 'te']","{'ru': 0, 'sw': 1}"
210,11,0,0,0.0,0.0,"{'en': 29.21728780384891, 'es': 43.647212228347975, 'fr': 33.64271096436082, 'de': 47.49256120050032, 'ru': 38.85504461053923, 'zh': 19.858786905270343, 'ja': 29.38824546275729, 'th': 10.30521971562922, 'sw': 30.04179628123694, 'bn': 20.995455961869737, 'te': 22.140390070729495, 'avg': 29.59861010955366}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
211,11,3,8,1.0,1.0,"{'en': 65.96088258536228, 'es': 54.282337462720704, 'fr': 78.2905720502828, 'de': 41.05966971248176, 'ru': 32.80495702914783, 'zh': 17.08596305744677, 'ja': 28.672879991149234, 'th': 34.99555199908056, 'sw': 81.97832517220606, 'bn': 81.24845858260629, 'te': 63.23492589419145, 'avg': 52.692229412425064}",[],[],"{'en': 0, 'es': 0, 'fr': 0, 'ja': 0, 'th': 0, 'sw': 0, 'bn': 0, 'te': 0}"
212,11,1,5,0.5454545454545454,0.5,"{'en': 39.973429470292565, 'es': 60.5259444369705, 'fr': 83.92559982994638, 'de': 59.85238281460823, 'ru': 70.16964478343856, 'zh': 32.20432536911699, 'ja': 14.851150237611101, 'th': 11.071426250594161, 'sw': 17.49326249281107, 'bn': 35.320011259241724, 'te': 37.30874093989978, 'avg': 42.0632652622301}","['ja', 'th', 'sw', 'bn', 'te']","['ja', 'th', 'sw', 'bn', 'te']","{'es': 0, 'fr': 0, 'de': 0, 'ru': 0, 'zh': 0}"
213,11,8,3,1.0,1.0,"{'en': 27.993295281975037, 'es': 34.32874611428764, 'fr': 34.32874611428764, 'de': 30.72770003301274, 'ru': 36.23189913217745, 'zh': 16.632788487014487, 'ja': 14.724838672758073, 'th': 38.15130997696167, 'sw': 21.337385881702495, 'bn': 65.56187286435154, 'te': 47.90548442339984, 'avg': 33.4476424529026}",[],[],"{'th': 0, 'bn': 0, 'te': 0}"
214,11,7,4,1.0,1.0,"{'en': 25.4203558622943, 'es': 28.6288029678332, 'fr': 59.53494445453995, 'de': 54.45580501135879, 'ru': 29.780406240740373, 'zh': 7.715195845677654, 'ja': 13.49583041962567, 'th': 12.85434077794852, 'sw': 22.40220370557668, 'bn': 55.65935175527271, 'te': 50.04937110935601, 'avg': 32.72696437729308}",[],[],"{'fr': 3, 'de': 0, 'bn': 0, 'te': 0}"
215,11,4,1,0.45454545454545453,0.14285714285714285,"{'en': 33.179960588845205, 'es': 25.506705096903836, 'fr': 13.675837328373259, 'de': 30.11921925246324, 'ru': 38.12483519806283, 'zh': 12.597325324627162, 'ja': 30.350785600651978, 'th': 12.071040361062309, 'sw': 20.22202296372154, 'bn': 34.48527241985663, 'te': 29.88603453885946, 'avg': 25.474458061220677}","['es', 'ru', 'th', 'sw', 'bn', 'te']","['es', 'ru', 'th', 'sw', 'bn', 'te']",{'ja': 1}
216,11,10,0,0.9090909090909091,0.0,"{'en': 24.93713688428364, 'es': 38.119937049529085, 'fr': 17.901122865525497, 'de': 18.106542630650285, 'ru': 27.839506340102535, 'zh': 12.46856844214182, 'ja': 13.227610430480386, 'th': 11.367874248827988, 'sw': 33.26846294793749, 'bn': 25.125570397040416, 'te': 46.381459017573924, 'avg': 24.431253750372097}",['te'],['te'],{}
217,11,0,3,0.2727272727272727,0.2727272727272727,"{'en': 56.30824582653243, 'es': 72.79390859726163, 'fr': 40.06087292668041, 'de': 19.539650130756574, 'ru': 70.20577851292249, 'zh': 8.458559156066794, 'ja': 23.807216859721944, 'th': 13.142922915845634, 'sw': 17.178202025207042, 'bn': 48.79647539058426, 'te': 34.943785875945785, 'avg': 36.83960165613864}","['fr', 'de', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['fr', 'de', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 1, 'es': 0, 'ru': 0}"
218,11,10,1,1.0,1.0,"{'en': 23.493225459974962, 'es': 19.841415645720577, 'fr': 27.030354589418607, 'de': 27.37639538519426, 'ru': 12.480502938311423, 'zh': 11.930789796909, 'ja': 3.0, 'th': 25.345298237333566, 'sw': 24.14077937607432, 'bn': 18.55403019967573, 'te': 8.705505632961241, 'avg': 18.35439066014306}",[],[],{'th': 0}
219,11,3,5,0.7272727272727273,0.625,"{'en': 66.33012346789971, 'es': 33.27922242184583, 'fr': 31.195904001624665, 'de': 26.721985800429948, 'ru': 53.686751495112915, 'zh': 28.176101678634545, 'ja': 17.9497793980502, 'th': 10.040257144810786, 'sw': 41.356270488025736, 'bn': 25.174174306989713, 'te': 28.594056915753264, 'avg': 32.954966101743395}","['th', 'bn', 'te']","['th', 'bn', 'te']","{'en': 0, 'ru': 0, 'zh': 0, 'ja': 0, 'sw': 1}"
220,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 44.88382841681707, 'es': 24.54242103206632, 'fr': 53.02054833761235, 'de': 19.625101947471446, 'ru': 24.71645925236826, 'zh': 27.739104412781234, 'ja': 31.599968293222812, 'th': 9.027551287291216, 'sw': 42.40098590793744, 'bn': 27.294023451973825, 'te': 24.99224625407328, 'avg': 29.985658053965025}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']",{'sw': 0}
221,11,5,3,0.7272727272727273,0.5,"{'en': 23.284712968469794, 'es': 27.521050715617402, 'fr': 33.326377003062525, 'de': 61.95030955633994, 'ru': 23.402832582711966, 'zh': 15.847550553251383, 'ja': 29.26649611080971, 'th': 11.456310477876023, 'sw': 46.00318854151344, 'bn': 26.08147767367888, 'te': 22.749095964613936, 'avg': 29.171763831631367}","['th', 'bn', 'te']","['th', 'bn', 'te']","{'de': 0, 'ja': 0, 'sw': 0}"
222,11,11,0,1.0,0,"{'en': 40.348807086391375, 'es': 33.64298899802086, 'fr': 43.099790951887606, 'de': 38.17418535866033, 'ru': 32.13215175815612, 'zh': 15.066471613175345, 'ja': 8.0, 'th': 11.484694984106929, 'sw': 30.48002012296064, 'bn': 18.21057215746584, 'te': 9.697503804956234, 'avg': 25.485198803252842}",[],[],{}
